"ID","date","elevation","siteID","aspect","sp","plantID","fire","root_depth_cm","no_root_scan","root_wet_mass_g","root_dry_mass_g","total_root_length_mm","root_volume_mm3","RD","BI","SRL","RTD","RDMC","no_tuber_scan","tuber_wet_mass_g","tuber_dry_mass_g","reproductive_height_cm","vegetative_height_cm","no_leaf","leaf_wet_mass_g","leaf_dry_mass_g","leaf_thick_1_mm","leaf_thick_2_mm","leaf_thick_3_mm","leaf_area_mm2","SLA","LT","LDMC","belowground_biomass_g","aboveground_biomass_g","ABG:BGB"
"FFY6725","12/08/2023",2600,4,"W","EC",4,0,16,5,0.0801,0.02,2294.106374,136.758801,0.252074,0.420207,114.7053187,0.146242873,249.687890137328,NA,NA,NA,30.2,10,5,0.235,0.08155,0.17,0.182,0.186,13.813,0.169380748007357,0.179333333333333,347.021276595745,11.83,1.62,0.136939983
"FGA6390","12/09/2023",2400,3,"W","EC",3,1,13,5,0.1072,0.03386,1569.506216,216.528368,0.357461,0.523094,46.35281205,0.156376739,315.858208955224,NA,NA,NA,27.7,9.9,5,0.1708,0.05967,0.175,0.167,0.164,11.079,0.185671191553545,0.168666666666667,349.355971896956,11.49,1.91,0.166231506
"FGB1616","12/09/2023",2400,3,"W","EC",5,1,14,5,0.0508,0.0168,622.612484,74.495702,0.326287,0.430444,37.0602669,0.225516366,330.708661417323,NA,NA,NA,25.1,13.6,5,0.1497,0.04887,0.195,0.188,0.162,8.502,0.173971761817066,0.181666666666667,326.452905811623,4.95,0.28,0.056565657
"FGC0245","12/09/2023",2400,3,"W","HPA",4,1,9.5,5,0.0375,0.01344,994.078895,71.329736,0.272763,0.501972,73.9642035,0.188420717,358.4,5,0.789,0.12903,30.4,4.7,1,0.6843,0.12099,0.943,0.797,0.852,11.784,0.0973964790478552,0.864,176.808417360807,6.55,0.88,0.134351145
"FGE4515","12/09/2023",2400,3,"W","EC",1,0,14,5,0.0427,0.01717,860.967233,78.317388,0.303046,0.372836,50.14369441,0.219236117,402.107728337237,NA,NA,NA,30.5,9.4,5,0.1902,0.06281,0.18,0.188,0.207,9.654,0.153701639866263,0.191666666666667,330.231335436383,2.64,0.89,0.337121212
"FGF3594","12/08/2023",2800,5,"NW","HF",5,1,15.6,5,0.0417,0.01555,1196.854258,82.905509,0.275563,0.391025,76.96811949,0.187562928,372.901678657074,NA,NA,NA,23,10.4,5,0.5815,0.14747,0.337,0.322,0.299,19.906,0.134983386451482,0.319333333333333,253.602751504729,2.96,8.88,3
"FGG8281","12/08/2023",2600,4,"W","EC",5,1,17,5,0.0752,0.02498,1706.601931,134.684547,0.282291,0.358021,68.31873223,0.185470424,332.18085106383,NA,NA,NA,13,17,5,0.1677,0.05813,0.167,0.142,0.156,9.824,0.169000516084638,0.155,346.630888491354,8.99,2.52,0.280311457
"FGI9956","12/09/2023",2400,3,"W","HF",4,1,12,5,0.0812,0.03149,1176.831269,121.855568,0.319302,0.237927,37.37158682,0.25842069,387.807881773399,NA,NA,NA,18.5,16,5,0.6889,0.15852,0.361,0.354,0.407,21.095,0.133074690890739,0.374,230.105966032806,9.21,11.13,1.208469055
"FGJ9233","12/09/2023",2400,3,"W","EC",2,1,11,5,0.0449,0.01387,2066.733494,103.190068,0.232929,0.438857,149.0074617,0.134412161,308.90868596882,NA,NA,NA,20.1,6.9,5,0.1831,0.06427,0.193,0.18,0.188,10.8,0.16804107670764,0.187,351.010376843255,2.41,1.34,0.556016598
"FGK3505","12/08/2023",2600,4,"W","HF",3,0,11.2,5,0.0683,0.03345,1634.273812,140.464301,0.300633,0.49135,48.85721411,0.238138799,489.751098096633,NA,NA,NA,22.5,10.1,5,0.5442,0.13154,0.395,0.402,0.386,18.328,0.139334042876692,0.394333333333333,241.712605659684,2.56,1.13,0.44140625
"FGM0803","12/08/2023",2800,5,"NW","HF",1,1,14.2,5,0.0572,0.02152,1185.570983,80.235187,0.268667,0.352573,55.09158843,0.268211502,376.223776223776,NA,NA,NA,19.5,11,5,0.547,0.14015,0.325,0.333,0.326,16.866,0.120342490189083,0.328,256.215722120658,16.63,4.58,0.275405893
"FGN0784","12/08/2023",2800,5,"NW","HF",2,1,21.1,5,0.0298,0.01037,1029.429507,69.112244,0.268579,0.305995,99.2699621,0.150045772,347.986577181208,NA,NA,NA,17,8.1,5,0.4848,0.12216,0.304,0.26,0.288,17.529,0.143492141453831,0.284,251.980198019802,11.91,2.42,0.203190596
"FGO9191","12/08/2023",2600,4,"W","EC",2,0,15.4,4,0.0515,0.0144,1098.931528,114.766749,0.324198,0.450438,76.31468944,0.125471882,279.611650485437,NA,NA,NA,10,6,5,0.8,0.02,0.154,0.158,0.172,5.339,0.26695,0.161333333333333,25,0.86,0.4,0.465116279
